"COU","Country","SEX","Sex","IND","Indicator","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"CAN","Canada","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2018","2018","PC","Percentage","0","Units",,,33,,
"PRT","Portugal","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2012","2012","PC","Percentage","0","Units",,,45.6,,
"PRT","Portugal","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2013","2013","PC","Percentage","0","Units",,,47.6,,
"PRT","Portugal","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2014","2014","PC","Percentage","0","Units",,,49.3,,
"PRT","Portugal","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2015","2015","PC","Percentage","0","Units",,,50.7,,
"PRT","Portugal","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2016","2016","PC","Percentage","0","Units",,,52.8,,
"PRT","Portugal","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2017","2017","PC","Percentage","0","Units",,,54.9,,
"PRT","Portugal","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2018","2018","PC","Percentage","0","Units",,,55.9,,
"NOR","Norway","TOTAL","Total","FAM16A","Infant mortality rate","2012","2012","DEATH_1000BIRTH","Deaths per 1 000 live births","0","Units",,,2.6,,
"NOR","Norway","TOTAL","Total","FAM16A","Infant mortality rate","2013","2013","DEATH_1000BIRTH","Deaths per 1 000 live births","0","Units",,,2.4,,
"NOR","Norway","TOTAL","Total","FAM16A","Infant mortality rate","2014","2014","DEATH_1000BIRTH","Deaths per 1 000 live births","0","Units",,,2.5,,
"NOR","Norway","TOTAL","Total","FAM16A","Infant mortality rate","2015","2015","DEATH_1000BIRTH","Deaths per 1 000 live births","0","Units",,,2.2,,
"NOR","Norway","TOTAL","Total","FAM16A","Infant mortality rate","2016","2016","DEATH_1000BIRTH","Deaths per 1 000 live births","0","Units",,,2.2,,
"NOR","Norway","TOTAL","Total","FAM16A","Infant mortality rate","2017","2017","DEATH_1000BIRTH","Deaths per 1 000 live births","0","Units",,,2.2,,
"NOR","Norway","TOTAL","Total","FAM16A","Infant mortality rate","2018","2018","DEATH_1000BIRTH","Deaths per 1 000 live births","0","Units",,,2.3,,
"TUR","Türkiye","TOTAL","Total","FAM20","Fertility rates (births per 1000) for 15-19 year olds","2012","2012","CHLD","Children","0","Units",,,29.62,,
"TUR","Türkiye","TOTAL","Total","FAM20","Fertility rates (births per 1000) for 15-19 year olds","2013","2013","CHLD","Children","0","Units",,,28.04,,
"TUR","Türkiye","TOTAL","Total","FAM20","Fertility rates (births per 1000) for 15-19 year olds","2014","2014","CHLD","Children","0","Units",,,26.89,,
"TUR","Türkiye","TOTAL","Total","FAM20","Fertility rates (births per 1000) for 15-19 year olds","2015","2015","CHLD","Children","0","Units",,,25.24,,
"TUR","Türkiye","TOTAL","Total","FAM20","Fertility rates (births per 1000) for 15-19 year olds","2016","2016","CHLD","Children","0","Units",,,23.59,,
"TUR","Türkiye","TOTAL","Total","FAM20","Fertility rates (births per 1000) for 15-19 year olds","2017","2017","CHLD","Children","0","Units",,,21.73,,
"TUR","Türkiye","TOTAL","Total","FAM20","Fertility rates (births per 1000) for 15-19 year olds","2018","2018","CHLD","Children","0","Units",,,19.21,,
"TUR","Türkiye","TOTAL","Total","FAM20","Fertility rates (births per 1000) for 15-19 year olds","2019","2019","CHLD","Children","0","Units",,,17.33,,
"TUR","Türkiye","TOTAL","Total","FAM20","Fertility rates (births per 1000) for 15-19 year olds","2020","2020","CHLD","Children","0","Units",,,15.16,,
"NLD","Netherlands","TOTAL","Total","FAM1","Total fertility rate","2012","2012","CHLD","Children","0","Units",,,1.72,,
"NLD","Netherlands","TOTAL","Total","FAM1","Total fertility rate","2013","2013","CHLD","Children","0","Units",,,1.68,,
"NLD","Netherlands","TOTAL","Total","FAM1","Total fertility rate","2014","2014","CHLD","Children","0","Units",,,1.71,,
"NLD","Netherlands","TOTAL","Total","FAM1","Total fertility rate","2015","2015","CHLD","Children","0","Units",,,1.66,,
"NLD","Netherlands","TOTAL","Total","FAM1","Total fertility rate","2016","2016","CHLD","Children","0","Units",,,1.66,,
"NLD","Netherlands","TOTAL","Total","FAM1","Total fertility rate","2017","2017","CHLD","Children","0","Units",,,1.62,,
"NLD","Netherlands","TOTAL","Total","FAM1","Total fertility rate","2018","2018","CHLD","Children","0","Units",,,1.59,,
"NLD","Netherlands","TOTAL","Total","FAM1","Total fertility rate","2019","2019","CHLD","Children","0","Units",,,1.57,,
"NLD","Netherlands","TOTAL","Total","FAM1","Total fertility rate","2020","2020","CHLD","Children","0","Units",,,1.55,,
"GRC","Greece","TOTAL","Total","FAM1","Total fertility rate","2012","2012","CHLD","Children","0","Units",,,1.34,,
"GRC","Greece","TOTAL","Total","FAM1","Total fertility rate","2013","2013","CHLD","Children","0","Units",,,1.29,,
"GRC","Greece","TOTAL","Total","FAM1","Total fertility rate","2014","2014","CHLD","Children","0","Units",,,1.3,,
"GRC","Greece","TOTAL","Total","FAM1","Total fertility rate","2015","2015","CHLD","Children","0","Units",,,1.33,,
"GRC","Greece","TOTAL","Total","FAM1","Total fertility rate","2016","2016","CHLD","Children","0","Units",,,1.38,,
"GRC","Greece","TOTAL","Total","FAM1","Total fertility rate","2017","2017","CHLD","Children","0","Units",,,1.35,,
"GRC","Greece","TOTAL","Total","FAM1","Total fertility rate","2018","2018","CHLD","Children","0","Units",,,1.35,,
"GRC","Greece","TOTAL","Total","FAM1","Total fertility rate","2019","2019","CHLD","Children","0","Units",,,1.35,,
"GRC","Greece","TOTAL","Total","FAM1","Total fertility rate","2020","2020","CHLD","Children","0","Units",,,1.28,,
"ISL","Iceland","TOTAL","Total","FAM1","Total fertility rate","2012","2012","CHLD","Children","0","Units",,,2.04,,
"ISL","Iceland","TOTAL","Total","FAM1","Total fertility rate","2013","2013","CHLD","Children","0","Units",,,1.93,,
"ISL","Iceland","TOTAL","Total","FAM1","Total fertility rate","2014","2014","CHLD","Children","0","Units",,,1.93,,
"ISL","Iceland","TOTAL","Total","FAM1","Total fertility rate","2015","2015","CHLD","Children","0","Units",,,1.81,,
"ISL","Iceland","TOTAL","Total","FAM1","Total fertility rate","2016","2016","CHLD","Children","0","Units",,,1.75,,
"ISL","Iceland","TOTAL","Total","FAM1","Total fertility rate","2017","2017","CHLD","Children","0","Units",,,1.71,,
"ISL","Iceland","TOTAL","Total","FAM1","Total fertility rate","2018","2018","CHLD","Children","0","Units",,,1.71,,
"ISL","Iceland","TOTAL","Total","FAM1","Total fertility rate","2019","2019","CHLD","Children","0","Units",,,1.75,,
"ISL","Iceland","TOTAL","Total","FAM1","Total fertility rate","2020","2020","CHLD","Children","0","Units",,,1.72,,
"PRT","Portugal","TOTAL","Total","FAM19C","Proportion (%) of the population aged 20-24 neither employed nor in education or training","2012","2012","PC","Percentage","0","Units",,,22.7,,
"PRT","Portugal","TOTAL","Total","FAM19C","Proportion (%) of the population aged 20-24 neither employed nor in education or training","2013","2013","PC","Percentage","0","Units",,,22,,
"PRT","Portugal","TOTAL","Total","FAM19C","Proportion (%) of the population aged 20-24 neither employed nor in education or training","2014","2014","PC","Percentage","0","Units",,,23.9,,
"PRT","Portugal","TOTAL","Total","FAM19C","Proportion (%) of the population aged 20-24 neither employed nor in education or training","2015","2015","PC","Percentage","0","Units",,,20.9,,
"PRT","Portugal","TOTAL","Total","FAM19C","Proportion (%) of the population aged 20-24 neither employed nor in education or training","2016","2016","PC","Percentage","0","Units",,,20.8,,
"PRT","Portugal","TOTAL","Total","FAM19C","Proportion (%) of the population aged 20-24 neither employed nor in education or training","2017","2017","PC","Percentage","0","Units",,,17.1,,
"PRT","Portugal","TOTAL","Total","FAM19C","Proportion (%) of the population aged 20-24 neither employed nor in education or training","2018","2018","PC","Percentage","0","Units",,,16.8,,
"PRT","Portugal","TOTAL","Total","FAM19C","Proportion (%) of the population aged 20-24 neither employed nor in education or training","2019","2019","PC","Percentage","0","Units",,,15.3,,
"PRT","Portugal","TOTAL","Total","FAM19C","Proportion (%) of the population aged 20-24 neither employed nor in education or training","2020","2020","PC","Percentage","0","Units",,,15.5,,
"ISL","Iceland","TOTAL","Total","FAM16A","Infant mortality rate","2012","2012","DEATH_1000BIRTH","Deaths per 1 000 live births","0","Units",,,1.1,,
"ISL","Iceland","TOTAL","Total","FAM16A","Infant mortality rate","2013","2013","DEATH_1000BIRTH","Deaths per 1 000 live births","0","Units",,,1.8,,
"ISL","Iceland","TOTAL","Total","FAM16A","Infant mortality rate","2014","2014","DEATH_1000BIRTH","Deaths per 1 000 live births","0","Units",,,2.1,,
"ISL","Iceland","TOTAL","Total","FAM16A","Infant mortality rate","2015","2015","DEATH_1000BIRTH","Deaths per 1 000 live births","0","Units",,,2.2,,
"ISL","Iceland","TOTAL","Total","FAM16A","Infant mortality rate","2016","2016","DEATH_1000BIRTH","Deaths per 1 000 live births","0","Units",,,0.7,,
"ISL","Iceland","TOTAL","Total","FAM16A","Infant mortality rate","2017","2017","DEATH_1000BIRTH","Deaths per 1 000 live births","0","Units",,,2.7,,
"ISL","Iceland","TOTAL","Total","FAM16A","Infant mortality rate","2018","2018","DEATH_1000BIRTH","Deaths per 1 000 live births","0","Units",,,1.7,,
"NZL","New Zealand","TOTAL","Total","FAM19B","Proportion (%) of the population aged 15-19 neither employed nor in education or training","2012","2012","PC","Percentage","0","Units",,,8.7,,
"NZL","New Zealand","TOTAL","Total","FAM19B","Proportion (%) of the population aged 15-19 neither employed nor in education or training","2013","2013","PC","Percentage","0","Units",,,7.7,,
"NZL","New Zealand","TOTAL","Total","FAM19B","Proportion (%) of the population aged 15-19 neither employed nor in education or training","2014","2014","PC","Percentage","0","Units",,,7.1,,
"NZL","New Zealand","TOTAL","Total","FAM19B","Proportion (%) of the population aged 15-19 neither employed nor in education or training","2015","2015","PC","Percentage","0","Units",,,7.1,,
"NZL","New Zealand","TOTAL","Total","FAM19B","Proportion (%) of the population aged 15-19 neither employed nor in education or training","2016","2016","PC","Percentage","0","Units",,,5.4,,
"NZL","New Zealand","TOTAL","Total","FAM19B","Proportion (%) of the population aged 15-19 neither employed nor in education or training","2017","2017","PC","Percentage","0","Units",,,6.3,,
"NZL","New Zealand","TOTAL","Total","FAM19B","Proportion (%) of the population aged 15-19 neither employed nor in education or training","2018","2018","PC","Percentage","0","Units",,,5.1,,
"NZL","New Zealand","TOTAL","Total","FAM19B","Proportion (%) of the population aged 15-19 neither employed nor in education or training","2019","2019","PC","Percentage","0","Units",,,6.9,,
"NZL","New Zealand","TOTAL","Total","FAM19B","Proportion (%) of the population aged 15-19 neither employed nor in education or training","2020","2020","PC","Percentage","0","Units",,,7.2,,
"EST","Estonia","TOTAL","Total","FAM19C","Proportion (%) of the population aged 20-24 neither employed nor in education or training","2012","2012","PC","Percentage","0","Units",,,17.1,,
"EST","Estonia","TOTAL","Total","FAM19C","Proportion (%) of the population aged 20-24 neither employed nor in education or training","2013","2013","PC","Percentage","0","Units",,,16.8,,
"EST","Estonia","TOTAL","Total","FAM19C","Proportion (%) of the population aged 20-24 neither employed nor in education or training","2014","2014","PC","Percentage","0","Units",,,16.1,,
"EST","Estonia","TOTAL","Total","FAM19C","Proportion (%) of the population aged 20-24 neither employed nor in education or training","2015","2015","PC","Percentage","0","Units",,,15,,
"EST","Estonia","TOTAL","Total","FAM19C","Proportion (%) of the population aged 20-24 neither employed nor in education or training","2016","2016","PC","Percentage","0","Units",,,13.9,,
"EST","Estonia","TOTAL","Total","FAM19C","Proportion (%) of the population aged 20-24 neither employed nor in education or training","2017","2017","PC","Percentage","0","Units",,,13.2,,
"EST","Estonia","TOTAL","Total","FAM19C","Proportion (%) of the population aged 20-24 neither employed nor in education or training","2018","2018","PC","Percentage","0","Units",,,12.2,,
"EST","Estonia","TOTAL","Total","FAM19C","Proportion (%) of the population aged 20-24 neither employed nor in education or training","2019","2019","PC","Percentage","0","Units",,,10.8,,
"EST","Estonia","TOTAL","Total","FAM19C","Proportion (%) of the population aged 20-24 neither employed nor in education or training","2020","2020","PC","Percentage","0","Units",,,13.7,,
"ITA","Italy","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2012","2012","PC","Percentage","0","Units",,,25,,
"ITA","Italy","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2013","2013","PC","Percentage","0","Units",,,26.9,,
"ITA","Italy","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2014","2014","PC","Percentage","0","Units",,,28.8,,
"ITA","Italy","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2015","2015","PC","Percentage","0","Units",,,30,,
"ITA","Italy","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2016","2016","PC","Percentage","0","Units",,,31.5,,
"ITA","Italy","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2017","2017","PC","Percentage","0","Units",,,32.8,,
"ITA","Italy","TOTAL","Total","FAM3","Share of births outside of marriage (% of all births)","2018","2018","PC","Percentage","0","Units",,,34,,
"GRC","Greece","TOTAL","Total","FAM19A","Proportion (%) of the population aged 15-29 neither employed nor in education or training","2012","2012","PC","Percentage","0","Units",,,26.7,,
"GRC","Greece","TOTAL","Total","FAM19A","Proportion (%) of the population aged 15-29 neither employed nor in education or training","2013","2013","PC","Percentage","0","Units",,,28.5,,
"GRC","Greece","TOTAL","Total","FAM19A","Proportion (%) of the population aged 15-29 neither employed nor in education or training","2014","2014","PC","Percentage","0","Units",,,28.3,,
"GRC","Greece","TOTAL","Total","FAM19A","Proportion (%) of the population aged 15-29 neither employed nor in education or training","2015","2015","PC","Percentage","0","Units",,,26.1,,
"GRC","Greece","TOTAL","Total","FAM19A","Proportion (%) of the population aged 15-29 neither employed nor in education or training","2016","2016","PC","Percentage","0","Units",,,23.5,,
"GRC","Greece","TOTAL","Total","FAM19A","Proportion (%) of the population aged 15-29 neither employed nor in education or training","2017","2017","PC","Percentage","0","Units",,,22.8,,
"GRC","Greece","TOTAL","Total","FAM19A","Proportion (%) of the population aged 15-29 neither employed nor in education or training","2018","2018","PC","Percentage","0","Units",,,21.5,,
"GRC","Greece","TOTAL","Total","FAM19A","Proportion (%) of the population aged 15-29 neither employed nor in education or training","2019","2019","PC","Percentage","0","Units",,,19.6,,
"GRC","Greece","TOTAL","Total","FAM19A","Proportion (%) of the population aged 15-29 neither employed nor in education or training","2020","2020","PC","Percentage","0","Units",,,18.7,,
"TUR","Türkiye","TOTAL","Total","FAM16B","Neonatal mortality rate","2012","2012","DEATH_1000BIRTH","Deaths per 1 000 live births","0","Units",,,6.2,,
"TUR","Türkiye","TOTAL","Total","FAM16B","Neonatal mortality rate","2013","2013","DEATH_1000BIRTH","Deaths per 1 000 live births","0","Units",,,6.3,,
"TUR","Türkiye","TOTAL","Total","FAM16B","Neonatal mortality rate","2014","2014","DEATH_1000BIRTH","Deaths per 1 000 live births","0","Units",,,6.5,,
"TUR","Türkiye","TOTAL","Total","FAM16B","Neonatal mortality rate","2015","2015","DEATH_1000BIRTH","Deaths per 1 000 live births","0","Units",,,6.3,,
"TUR","Türkiye","TOTAL","Total","FAM16B","Neonatal mortality rate","2016","2016","DEATH_1000BIRTH","Deaths per 1 000 live births","0","Units",,,6.2,,
"TUR","Türkiye","TOTAL","Total","FAM16B","Neonatal mortality rate","2017","2017","DEATH_1000BIRTH","Deaths per 1 000 live births","0","Units",,,5.8,,
"TUR","Türkiye","TOTAL","Total","FAM16B","Neonatal mortality rate","2018","2018","DEATH_1000BIRTH","Deaths per 1 000 live births","0","Units",,,6,,
"SWE","Sweden","TOTAL","Total","FAM16B","Neonatal mortality rate","2012","2012","DEATH_1000BIRTH","Deaths per 1 000 live births","0","Units",,,1.7,,
"SWE","Sweden","TOTAL","Total","FAM16B","Neonatal mortality rate","2013","2013","DEATH_1000BIRTH","Deaths per 1 000 live births","0","Units",,,1.7,,
"SWE","Sweden","TOTAL","Total","FAM16B","Neonatal mortality rate","2014","2014","DEATH_1000BIRTH","Deaths per 1 000 live births","0","Units",,,1.4,,
"SWE","Sweden","TOTAL","Total","FAM16B","Neonatal mortality rate","2015","2015","DEATH_1000BIRTH","Deaths per 1 000 live births","0","Units",,,1.7,,
"SWE","Sweden","TOTAL","Total","FAM16B","Neonatal mortality rate","2016","2016","DEATH_1000BIRTH","Deaths per 1 000 live births","0","Units",,,1.5,,
"SWE","Sweden","TOTAL","Total","FAM16B","Neonatal mortality rate","2017","2017","DEATH_1000BIRTH","Deaths per 1 000 live births","0","Units",,,1.6,,
"SWE","Sweden","TOTAL","Total","FAM16B","Neonatal mortality rate","2018","2018","DEATH_1000BIRTH","Deaths per 1 000 live births","0","Units",,,1.3,,
"ISL","Iceland","TOTAL","Total","FAM4B","Crude divorce rate (divorces per 1000 people)","2020","2020","_1000","Per thousand","0","Units",,,1.9,,
"AUS","Australia","TOTAL","Total","FAM16B","Neonatal mortality rate","2012","2012","DEATH_1000BIRTH","Deaths per 1 000 live births","0","Units",,,2.3,,
"AUS","Australia","TOTAL","Total","FAM16B","Neonatal mortality rate","2013","2013","DEATH_1000BIRTH","Deaths per 1 000 live births","0","Units",,,2.5,,
"AUS","Australia","TOTAL","Total","FAM16B","Neonatal mortality rate","2014","2014","DEATH_1000BIRTH","Deaths per 1 000 live births","0","Units",,,2.4,,
"AUS","Australia","TOTAL","Total","FAM16B","Neonatal mortality rate","2015","2015","DEATH_1000BIRTH","Deaths per 1 000 live births","0","Units",,,2.3,,
"AUS","Australia","TOTAL","Total","FAM16B","Neonatal mortality rate","2016","2016","DEATH_1000BIRTH","Deaths per 1 000 live births","0","Units",,,2.3,,
"AUS","Australia","TOTAL","Total","FAM16B","Neonatal mortality rate","2017","2017","DEATH_1000BIRTH","Deaths per 1 000 live births","0","Units",,,2.4,,
"AUS","Australia","TOTAL","Total","FAM16B","Neonatal mortality rate","2018","2018","DEATH_1000BIRTH","Deaths per 1 000 live births","0","Units",,,2.3,,
"MEX","Mexico","TOTAL","Total","FAM19D","Proportion (%) of the population aged 25-29 neither employed nor in education or training","2012","2012","PC","Percentage","0","Units",,,28.2,,
"MEX","Mexico","TOTAL","Total","FAM19D","Proportion (%) of the population aged 25-29 neither employed nor in education or training","2013","2013","PC","Percentage","0","Units",,,27.8,,
"MEX","Mexico","TOTAL","Total","FAM19D","Proportion (%) of the population aged 25-29 neither employed nor in education or training","2014","2014","PC","Percentage","0","Units",,,28.4,,
"MEX","Mexico","TOTAL","Total","FAM19D","Proportion (%) of the population aged 25-29 neither employed nor in education or training","2015","2015","PC","Percentage","0","Units",,,27.5,,
"MEX","Mexico","TOTAL","Total","FAM19D","Proportion (%) of the population aged 25-29 neither employed nor in education or training","2016","2016","PC","Percentage","0","Units",,,27.5,,
"MEX","Mexico","TOTAL","Total","FAM19D","Proportion (%) of the population aged 25-29 neither employed nor in education or training","2017","2017","PC","Percentage","0","Units",,,27.4,,
"MEX","Mexico","TOTAL","Total","FAM19D","Proportion (%) of the population aged 25-29 neither employed nor in education or training","2018","2018","PC","Percentage","0","Units",,,27.1,,
"MEX","Mexico","TOTAL","Total","FAM19D","Proportion (%) of the population aged 25-29 neither employed nor in education or training","2019","2019","PC","Percentage","0","Units",,,26.1,,
"MEX","Mexico","TOTAL","Total","FAM19D","Proportion (%) of the population aged 25-29 neither employed nor in education or training","2020","2020","PC","Percentage","0","Units",,,28.2,,
"GBR","United Kingdom","TOTAL","Total","FAM17","Child poverty rate","2012","2012","PC","Percentage","0","Units",,,10.4,,
"GBR","United Kingdom","TOTAL","Total","FAM17","Child poverty rate","2013","2013","PC","Percentage","0","Units",,,9.9,,
"GBR","United Kingdom","TOTAL","Total","FAM17","Child poverty rate","2014","2014","PC","Percentage","0","Units",,,11,,
"GBR","United Kingdom","TOTAL","Total","FAM17","Child poverty rate","2015","2015","PC","Percentage","0","Units",,,11.2,,
"GBR","United Kingdom","TOTAL","Total","FAM17","Child poverty rate","2016","2016","PC","Percentage","0","Units",,,11.8,,
"GBR","United Kingdom","TOTAL","Total","FAM17","Child poverty rate","2017","2017","PC","Percentage","0","Units",,,12.9,,
"GBR","United Kingdom","TOTAL","Total","FAM17","Child poverty rate","2018","2018","PC","Percentage","0","Units",,,12.4,,
"GBR","United Kingdom","TOTAL","Total","FAM17","Child poverty rate","2019","2019","PC","Percentage","0","Units",,,14.1,,
"JPN","Japan","TOTAL","Total","FAM16B","Neonatal mortality rate","2012","2012","DEATH_1000BIRTH","Deaths per 1 000 live births","0","Units",,,1,,
"JPN","Japan","TOTAL","Total","FAM16B","Neonatal mortality rate","2013","2013","DEATH_1000BIRTH","Deaths per 1 000 live births","0","Units",,,1,,
"JPN","Japan","TOTAL","Total","FAM16B","Neonatal mortality rate","2014","2014","DEATH_1000BIRTH","Deaths per 1 000 live births","0","Units",,,0.9,,
"JPN","Japan","TOTAL","Total","FAM16B","Neonatal mortality rate","2015","2015","DEATH_1000BIRTH","Deaths per 1 000 live births","0","Units",,,0.9,,
"JPN","Japan","TOTAL","Total","FAM16B","Neonatal mortality rate","2016","2016","DEATH_1000BIRTH","Deaths per 1 000 live births","0","Units",,,0.9,,
"JPN","Japan","TOTAL","Total","FAM16B","Neonatal mortality rate","2017","2017","DEATH_1000BIRTH","Deaths per 1 000 live births","0","Units",,,0.9,,
"JPN","Japan","TOTAL","Total","FAM16B","Neonatal mortality rate","2018","2018","DEATH_1000BIRTH","Deaths per 1 000 live births","0","Units",,,0.9,,
"CHL","Chile","TOTAL","Total","FAM19C","Proportion (%) of the population aged 20-24 neither employed nor in education or training","2013","2013","PC","Percentage","0","Units",,,21.1,,
"CHL","Chile","TOTAL","Total","FAM19C","Proportion (%) of the population aged 20-24 neither employed nor in education or training","2015","2015","PC","Percentage","0","Units",,,20.7,,
"CHL","Chile","TOTAL","Total","FAM19C","Proportion (%) of the population aged 20-24 neither employed nor in education or training","2017","2017","PC","Percentage","0","Units",,,21.8,,
"LUX","Luxembourg","TOTAL","Total","FAM4B","Crude divorce rate (divorces per 1000 people)","2012","2012","_1000","Per thousand","0","Units",,,2,,
"LUX","Luxembourg","TOTAL","Total","FAM4B","Crude divorce rate (divorces per 1000 people)","2013","2013","_1000","Per thousand","0","Units",,,2.1,,
"LUX","Luxembourg","TOTAL","Total","FAM4B","Crude divorce rate (divorces per 1000 people)","2014","2014","_1000","Per thousand","0","Units",,,2.6,,
"LUX","Luxembourg","TOTAL","Total","FAM4B","Crude divorce rate (divorces per 1000 people)","2015","2015","_1000","Per thousand","0","Units",,,2.4,,
"LUX","Luxembourg","TOTAL","Total","FAM4B","Crude divorce rate (divorces per 1000 people)","2016","2016","_1000","Per thousand","0","Units",,,2.1,,
"LUX","Luxembourg","TOTAL","Total","FAM4B","Crude divorce rate (divorces per 1000 people)","2017","2017","_1000","Per thousand","0","Units",,,2,,
"LUX","Luxembourg","TOTAL","Total","FAM4B","Crude divorce rate (divorces per 1000 people)","2018","2018","_1000","Per thousand","0","Units",,,2,,
"LUX","Luxembourg","TOTAL","Total","FAM4B","Crude divorce rate (divorces per 1000 people)","2019","2019","_1000","Per thousand","0","Units",,,3.1,,
"LUX","Luxembourg","TOTAL","Total","FAM4B","Crude divorce rate (divorces per 1000 people)","2020","2020","_1000","Per thousand","0","Units",,,2.3,,
"IRL","Ireland","TOTAL","Total","FAM19C","Proportion (%) of the population aged 20-24 neither employed nor in education or training","2012","2012","PC","Percentage","0","Units",,,25.7,,
"IRL","Ireland","TOTAL","Total","FAM19C","Proportion (%) of the population aged 20-24 neither employed nor in education or training","2013","2013","PC","Percentage","0","Units",,,22,,
"IRL","Ireland","TOTAL","Total","FAM19C","Proportion (%) of the population aged 20-24 neither employed nor in education or training","2014","2014","PC","Percentage","0","Units",,,21.2,,
"IRL","Ireland","TOTAL","Total","FAM19C","Proportion (%) of the population aged 20-24 neither employed nor in education or training","2015","2015","PC","Percentage","0","Units",,,19.8,,
"IRL","Ireland","TOTAL","Total","FAM19C","Proportion (%) of the population aged 20-24 neither employed nor in education or training","2016","2016","PC","Percentage","0","Units",,,15.9,,
"IRL","Ireland","TOTAL","Total","FAM19C","Proportion (%) of the population aged 20-24 neither employed nor in education or training","2017","2017","PC","Percentage","0","Units",,,14.4,,
"IRL","Ireland","TOTAL","Total","FAM19C","Proportion (%) of the population aged 20-24 neither employed nor in education or training","2018","2018","PC","Percentage","0","Units",,,13.6,,
"IRL","Ireland","TOTAL","Total","FAM19C","Proportion (%) of the population aged 20-24 neither employed nor in education or training","2019","2019","PC","Percentage","0","Units",,,13,,
"IRL","Ireland","TOTAL","Total","FAM19C","Proportion (%) of the population aged 20-24 neither employed nor in education or training","2020","2020","PC","Percentage","0","Units",,,12.7,,
"HUN","Hungary","TOTAL","Total","FAM19C","Proportion (%) of the population aged 20-24 neither employed nor in education or training","2012","2012","PC","Percentage","0","Units",,,22.5,,
"HUN","Hungary","TOTAL","Total","FAM19C","Proportion (%) of the population aged 20-24 neither employed nor in education or training","2013","2013","PC","Percentage","0","Units",,,26.1,,
"HUN","Hungary","TOTAL","Total","FAM19C","Proportion (%) of the population aged 20-24 neither employed nor in education or training","2014","2014","PC","Percentage","0","Units",,,20.6,,
"HUN","Hungary","TOTAL","Total","FAM19C","Proportion (%) of the population aged 20-24 neither employed nor in education or training","2015","2015","PC","Percentage","0","Units",,,18.4,,
"HUN","Hungary","TOTAL","Total","FAM19C","Proportion (%) of the population aged 20-24 neither employed nor in education or training","2016","2016","PC","Percentage","0","Units",,,17.5,,
"HUN","Hungary","TOTAL","Total","FAM19C","Proportion (%) of the population aged 20-24 neither employed nor in education or training","2017","2017","PC","Percentage","0","Units",,,16.1,,
"HUN","Hungary","TOTAL","Total","FAM19C","Proportion (%) of the population aged 20-24 neither employed nor in education or training","2018","2018","PC","Percentage","0","Units",,,15.4,,
"HUN","Hungary","TOTAL","Total","FAM19C","Proportion (%) of the population aged 20-24 neither employed nor in education or training","2019","2019","PC","Percentage","0","Units",,,15.5,,
"HUN","Hungary","TOTAL","Total","FAM19C","Proportion (%) of the population aged 20-24 neither employed nor in education or training","2020","2020","PC","Percentage","0","Units",,,15.6,,
"AUS","Australia","TOTAL","Total","FAM20","Fertility rates (births per 1000) for 15-19 year olds","2012","2012","CHLD","Children","0","Units",,,16.1,,
"AUS","Australia","TOTAL","Total","FAM20","Fertility rates (births per 1000) for 15-19 year olds","2013","2013","CHLD","Children","0","Units",,,14.6,,
"AUS","Australia","TOTAL","Total","FAM20","Fertility rates (births per 1000) for 15-19 year olds","2014","2014","CHLD","Children","0","Units",,,12.9,,
"AUS","Australia","TOTAL","Total","FAM20","Fertility rates (births per 1000) for 15-19 year olds","2015","2015","CHLD","Children","0","Units",,,12,,
"AUS","Australia","TOTAL","Total","FAM20","Fertility rates (births per 1000) for 15-19 year olds","2016","2016","CHLD","Children","0","Units",,,10.5,,
"AUS","Australia","TOTAL","Total","FAM20","Fertility rates (births per 1000) for 15-19 year olds","2017","2017","CHLD","Children","0","Units",,,10.2,,
"AUS","Australia","TOTAL","Total","FAM20","Fertility rates (births per 1000) for 15-19 year olds","2018","2018","CHLD","Children","0","Units",,,9.5,,
"AUS","Australia","TOTAL","Total","FAM20","Fertility rates (births per 1000) for 15-19 year olds","2019","2019","CHLD","Children","0","Units",,,8.7,,
"AUS","Australia","TOTAL","Total","FAM20","Fertility rates (births per 1000) for 15-19 year olds","2020","2020","CHLD","Children","0","Units",,,7.8,,
"EST","Estonia","TOTAL","Total","FAM4A","Crude marriage rate (marriages per 1000 people)","2012","2012","_1000","Per thousand","0","Units",,,4.5,,
